Ensembl	Gene_Name	logConc	p.value	Fold_Change	q.value	DE	Low_read_count	D2_SNP_correction	flip_flop	Affymetrix_ProbeID	Affymetrix_Fold_Change	Affymetrix_q.value	Illumina_Probe_ID 	Illumina_Fold_Change 	Illumina_q.value	Biotype 	Chr	Gene_start	Gene_Description
ENSMUSG00000024404	Riok3	-14.14	8.8286E-01	1.01	6.0606E-01	0	0	4	N/A	1422650_a_at	0.93	6.9073E-02	ILMN_2744752	1.10	7.41E-02	protein_coding	18	12287359	RIO kinase 3 (yeast) Gene [Source:MGI Symbol;Acc:MGI:1914128]
ENSMUSG00000022475	Hdac7	-16.01	8.8308E-01	0.99	6.0612E-01	0	0	4	N/A	1420812_at	0.98	4.0834E-01	ILMN_2768755	1.02	4.05E-01	protein_coding	15	97623095	histone deacetylase 7 Gene [Source:MGI (curated);Acc:MGI:1891835]
ENSMUSG00000038797	Zscan2	-18.57	8.8306E-01	0.99	6.0612E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	7	88005806	zinc finger and SCAN domain containing 2 Gene [Source:MGI (curated);Acc:MGI:99176]
ENSMUSG00000022671	Fam128b	-16.61	8.8323E-01	1.01	6.0619E-01	0	0	4	N/A	1452591_a_at	1.02	4.2714E-01	ILMN_2908780	1.08	4.69E-02	protein_coding	16	15848534	"family with sequence similarity 128, member B Gene [Source:MGI (curated);Acc:MGI:1922845]"
ENSMUSG00000025235	Bbs4	-14.52	8.8341E-01	1.01	6.0626E-01	0	0	4	N/A	1434460_at	1.02	4.6749E-01	ILMN_2726448	0.88	4.91E-03	protein_coding	9	59169773	Bardet-Biedl syndrome 4 (human) Gene [Source:MGI Symbol;Acc:MGI:2143311]
ENSMUSG00000030103	Bhlhe40	-13.41	8.8358E-01	0.99	6.0626E-01	0	0	4	N/A	1418025_at	0.98	4.7720E-01	N/A	N/A	N/A	protein_coding	6	108610623	"basic helix-loop-helix family, member e40 Gene [Source:MGI Symbol;Acc:MGI:1097714]"
ENSMUSG00000039552	Rsph4a	-19.33	8.8357E-01	1.02	6.0626E-01	0	0	4	N/A	1444270_at	0.85	2.4303E-01	N/A	N/A	N/A	protein_coding	10	33625291	radial spoke head 4 homolog A (Chlamydomonas) Gene [Source:MGI (curated);Acc:MGI:3027894]
ENSMUSG00000014980	Tsen15	-19.35	8.8357E-01	1.02	6.0626E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2835012	0.87	5.80E-02	protein_coding	1	154217865	tRNA splicing endonuclease 15 homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1913887]
ENSMUSG00000027684	Mecom	-18.91	8.8392E-01	0.99	6.0642E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2668165	0.87	8.67E-02	protein_coding	3	29850236	MDS1 and EVI1 complex locus Gene [Source:MGI Symbol;Acc:MGI:95457]
ENSMUSG00000024896	Minpp1	-16.11	8.8387E-01	0.99	6.0642E-01	0	0	4	N/A	1423265_at	1.14	3.2883E-02	ILMN_1253545	1.11	1.62E-01	protein_coding	19	32560428	multiple inositol polyphosphate histidine phosphatase 1 Gene [Source:MGI Symbol;Acc:MGI:1336159]
ENSMUSG00000039693	5730528L13Rik	-16.69	8.8402E-01	1.01	6.0645E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_1222594	1.30	3.35E-02	protein_coding	4	48552807	RIKEN cDNA 5730528L13 gene Gene [Source:MGI Symbol;Acc:MGI:1913915]
ENSMUSG00000002985	Apoe	-10.60	8.8452E-01	0.99	6.0650E-01	0	0	4	N/A	1432466_a_at	0.89	5.9873E-02	ILMN_1216042	1.26	1.06E-01	protein_coding	7	20281622	apolipoprotein E Gene [Source:MGI Symbol;Acc:MGI:88057]
ENSMUSG00000018589	Glra2	-15.70	8.8440E-01	0.99	6.0650E-01	0	0	4	N/A	1434098_at	1.00	5.4526E-01	ILMN_2729364	0.89	1.21E-01	protein_coding	X	161566949	"glycine receptor, alpha 2 subunit Gene [Source:MGI (curated);Acc:MGI:95748]"
ENSMUSG00000027243	Harbi1	-17.64	8.8458E-01	0.98	6.0650E-01	0	0	4	N/A	1456872_a_at	1.04	2.6435E-01	N/A	N/A	N/A	protein_coding	2	91551009	harbinger transposase derived 1 Gene [Source:MGI (curated);Acc:MGI:2443194]
ENSMUSG00000026309	Ilkap	-15.48	8.8460E-01	1.01	6.0650E-01	0	0	4	N/A	1452506_a_at	0.97	3.8501E-01	ILMN_2727893	0.90	1.24E-01	protein_coding	1	93271984	integrin-linked kinase-associated serine/threonine phosphatase 2C Gene [Source:MGI Symbol;Acc:MGI:1914694]
ENSMUSG00000025019	Lcor	-15.99	8.8439E-01	1.01	6.0650E-01	0	0	4	N/A	1429633_at	1.07	2.3937E-01	ILMN_2650511	0.89	9.69E-02	protein_coding	19	41557127	ligand dependent nuclear receptor corepressor Gene [Source:MGI Symbol;Acc:MGI:2443930]
ENSMUSG00000038126	Mphosph9	-14.79	8.8460E-01	0.99	6.0650E-01	0	0	4	N/A	1431053_at	0.51	1.5054E-06	N/A	N/A	N/A	protein_coding	5	124700968	M-phase phosphoprotein 9 Gene [Source:MGI (curated);Acc:MGI:2443138]
ENSMUSG00000032690	Oas2	-20.89	8.8439E-01	1.00	6.0650E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	5	121180342	2'-5' oligoadenylate synthetase 2 Gene [Source:MGI (curated);Acc:MGI:2180852]
ENSMUSG00000071708	Sms	-14.36	8.8460E-01	1.01	6.0650E-01	0	0	4	N/A	1428699_at	0.90	8.5124E-02	N/A	N/A	N/A	protein_coding	X	153881787	spermine synthase Gene [Source:MGI (curated);Acc:MGI:109490]
ENSMUSG00000056091	St3gal5	-13.45	8.8462E-01	1.01	6.0650E-01	0	0	4	N/A	1460241_a_at	0.93	2.5550E-01	ILMN_3116560	0.88	1.07E-01	protein_coding	6	72047607	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5 Gene [Source:MGI Symbol;Acc:MGI:1339963]"
ENSMUSG00000063358	Mapk1	-10.51	8.8474E-01	0.99	6.0654E-01	0	0	4	N/A	1453104_at	1.03	3.9365E-01	ILMN_2601071	0.96	4.25E-01	protein_coding	16	16983475	mitogen-activated protein kinase 1 Gene [Source:MGI (curated);Acc:MGI:1346858]
ENSMUSG00000031774	Fam192a	-15.44	8.8496E-01	1.01	6.0660E-01	0	0	4	N/A	1417243_at	0.97	2.0509E-01	ILMN_2688834	1.01	4.46E-01	protein_coding	8	97098843	"family with sequence similarity 192, member A Gene [Source:MGI Symbol;Acc:MGI:1919637]"
ENSMUSG00000084071	RP23-442K5.3	-20.89	8.8493E-01	1.01	6.0660E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	2	21165732	N/A
ENSMUSG00000012117	Dhdds	-14.05	8.8519E-01	0.99	6.0672E-01	0	0	4	N/A	1422548_at	1.10	1.3597E-02	ILMN_2637845	1.15	4.31E-02	protein_coding	4	133524943	dehydrodolichyl diphosphate synthase Gene [Source:MGI (curated);Acc:MGI:1914672]
ENSMUSG00000036862	Dchs1	-15.44	8.8537E-01	0.99	6.0674E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	7	112901504	dachsous 1 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:2685011]
ENSMUSG00000020311	Erlec1	-15.29	8.8540E-01	1.01	6.0674E-01	0	0	4	N/A	1451449_at	0.88	1.1535E-02	ILMN_2604205	1.02	4.11E-01	protein_coding	11	30831602	endoplasmic reticulum lectin 1 Gene [Source:MGI (curated);Acc:MGI:1914003]
ENSMUSG00000038400	Pmepa1	-13.53	8.8536E-01	0.99	6.0674E-01	0	0	4	N/A	1422706_at	1.05	3.0345E-01	ILMN_2987404	1.07	1.53E-01	protein_coding	2	173049959	"prostate transmembrane protein, androgen induced 1 Gene [Source:MGI (curated);Acc:MGI:1929600]"
ENSMUSG00000046727	AC130714.1	-16.15	8.8546E-01	1.01	6.0674E-01	0	0	4	N/A	1427878_at	1.04	2.7867E-01	N/A	N/A	N/A	protein_coding	18	36505273	UPF0467 protein C5orf32 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q8K353]
ENSMUSG00000073984	AL772230.2	-20.86	8.8579E-01	0.97	6.0677E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	22411507	Putative uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q3TPN8]
ENSMUSG00000056947	Mab21l1	-19.93	8.8568E-01	1.04	6.0677E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	3	55586462	mab-21-like 1 (C. elegans) Gene [Source:MGI Symbol;Acc:MGI:1333773]
ENSMUSG00000042978	Sbk1	-12.82	8.8585E-01	1.01	6.0677E-01	0	0	4	N/A	1451190_a_at	1.09	1.2560E-01	ILMN_2724545	1.08	1.83E-01	protein_coding	7	133416133	SH3-binding kinase 1 Gene [Source:MGI Symbol;Acc:MGI:2135937]
ENSMUSG00000028488	Sh3gl2	-12.28	8.8563E-01	0.99	6.0677E-01	0	0	4	N/A	1418792_at	1.04	4.1989E-01	ILMN_2701701	1.08	3.02E-01	protein_coding	4	84851030	SH3-domain GRB2-like 2 Gene [Source:MGI (curated);Acc:MGI:700009]
ENSMUSG00000068457	Uty	-15.97	8.8569E-01	1.01	6.0677E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2907351	0.97	3.97E-01	protein_coding	Y	433304	"ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome Gene [Source:MGI (curated);Acc:MGI:894810]"
ENSMUSG00000054823	Whsc1l1	-12.99	8.8582E-01	1.01	6.0677E-01	0	0	4	N/A	1457793_a_at	0.89	1.7420E-01	ILMN_2884610	0.95	3.18E-01	protein_coding	8	26712073	Wolf-Hirschhorn syndrome candidate 1-like 1 (human) Gene [Source:MGI (curated);Acc:MGI:2142581]
ENSMUSG00000034290	Nek9	-14.09	8.8630E-01	1.01	6.0704E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_1218295	1.14	1.59E-01	protein_coding	12	86640464	NIMA (never in mitosis gene a)-related expressed kinase 9 Gene [Source:MGI (curated);Acc:MGI:2387995]
ENSMUSG00000072294	Klf12	-14.55	8.8641E-01	0.99	6.0704E-01	0	0	4	N/A	1439846_at	0.94	2.8579E-01	N/A	N/A	N/A	protein_coding	14	100269869	Kruppel-like factor 12 Gene [Source:MGI Symbol;Acc:MGI:1333796]
ENSMUSG00000026766	Mmadhc	-15.12	8.8643E-01	0.99	6.0704E-01	0	0	4	N/A	1417573_at	0.98	3.4276E-01	ILMN_1241035	0.89	4.44E-02	protein_coding	2	50135401	"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria Gene [Source:MGI (curated);Acc:MGI:1923786]"
ENSMUSG00000074817	Papolb	-18.52	8.8688E-01	0.97	6.0731E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	5	143001792	poly (A) polymerase beta (testis specific) Gene [Source:MGI (curated);Acc:MGI:1932115]
ENSMUSG00000044573	Acp1	-22.65	8.8704E-01	0.99	6.0738E-01	0	1	4	N/A	1422717_at	1.22	2.1754E-04	N/A	N/A	N/A	protein_coding	12	31579837	"acid phosphatase 1, soluble Gene [Source:MGI Symbol;Acc:MGI:87881]"
ENSMUSG00000035158	Mitf	-16.64	8.8709E-01	1.01	6.0738E-01	0	0	4	N/A	1455214_at	0.98	4.7468E-01	N/A	N/A	N/A	protein_coding	6	97757052	microphthalmia-associated transcription factor Gene [Source:MGI (curated);Acc:MGI:104554]
ENSMUSG00000039523	BC046331	-14.12	8.8748E-01	0.99	6.0751E-01	0	0	4	N/A	1435156_at	1.04	2.0716E-01	ILMN_1240038	0.90	1.66E-01	protein_coding	4	153349303	Uncharacterized protein KIAA0562  [Source:UniProtKB/Swiss-Prot;Acc:Q80V31]
ENSMUSG00000025196	Cpn1	-20.81	8.8746E-01	1.03	6.0751E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	19	44030797	"carboxypeptidase N, polypeptide 1 Gene [Source:MGI (curated);Acc:MGI:2135874]"
ENSMUSG00000028540	Dph2	-16.47	8.8752E-01	1.01	6.0751E-01	0	0	4	N/A	1452647_a_at	1.08	8.4186E-02	ILMN_2847024	1.14	1.40E-02	protein_coding	4	117561248	DPH2 homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1914978]
ENSMUSG00000090210	Itga10	-17.78	8.8750E-01	0.99	6.0751E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	3	96449507	"integrin, alpha 10 Gene [Source:MGI (curated);Acc:MGI:2153482]"
ENSMUSG00000041488	Stx3	-15.01	8.8774E-01	1.01	6.0762E-01	0	0	4	N/A	1425530_a_at	0.89	1.6465E-02	ILMN_3162879	0.89	3.22E-02	protein_coding	19	11849609	syntaxin 3 Gene [Source:MGI Symbol;Acc:MGI:103077]
ENSMUSG00000008730	Hipk1	-14.32	8.8793E-01	1.01	6.0771E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	3	103543738	homeodomain interacting protein kinase 1 Gene [Source:MGI (curated);Acc:MGI:1314873]
ENSMUSG00000075609	AC118627.1	-18.50	8.8808E-01	1.00	6.0771E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	15	73910664	N/A
ENSMUSG00000058440	Nrf1	-15.65	8.8809E-01	0.99	6.0771E-01	0	0	4	N/A	1424787_a_at	1.15	4.6397E-03	ILMN_1251184	0.88	2.44E-01	protein_coding	6	29997988	nuclear respiratory factor 1 Gene [Source:MGI (curated);Acc:MGI:1332235]
ENSMUSG00000070866	Zfp804a	-14.70	8.8812E-01	0.99	6.0771E-01	0	0	4	N/A	1443036_at	1.06	2.2332E-01	ILMN_2747364	0.86	1.63E-01	protein_coding	2	81893379	zinc finger protein 804A Gene [Source:MGI (curated);Acc:MGI:2442949]
ENSMUSG00000055760	Gemin6	-20.79	8.8828E-01	0.98	6.0774E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	17	80623781	gem (nuclear organelle) associated protein 6 Gene [Source:MGI (curated);Acc:MGI:1914492]
ENSMUSG00000021248	Tmed10	-19.24	8.8825E-01	1.00	6.0774E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	12	86683745	transmembrane emp24-like trafficking protein 10 (yeast) Gene [Source:MGI Symbol;Acc:MGI:1915831]
ENSMUSG00000043384	Gprasp1	-10.48	8.8835E-01	1.01	6.0775E-01	0	0	4	N/A	1424455_at	0.96	2.5499E-01	ILMN_3142384	0.91	2.01E-01	protein_coding	X	132277272	G protein-coupled receptor associated sorting protein 1 Gene [Source:MGI (curated);Acc:MGI:1917418]
ENSMUSG00000020170	Frs2	-13.71	8.8856E-01	1.01	6.0778E-01	0	0	4	N/A	1437891_at	1.02	4.0907E-01	ILMN_2993711	0.84	6.88E-02	protein_coding	10	116507185	fibroblast growth factor receptor substrate 2 Gene [Source:MGI Symbol;Acc:MGI:1100860]
ENSMUSG00000041229	Phf8	-14.63	8.8845E-01	1.01	6.0778E-01	0	0	4	N/A	1460398_at	1.05	1.5200E-01	N/A	N/A	N/A	protein_coding	X	147955215	PHD finger protein 8 Gene [Source:MGI (curated);Acc:MGI:2444341]
ENSMUSG00000042625	Safb2	-13.98	8.8852E-01	1.01	6.0778E-01	0	0	4	N/A	1452629_at	0.90	4.0565E-02	N/A	N/A	N/A	protein_coding	17	56700388	scaffold attachment factor B2 Gene [Source:MGI (curated);Acc:MGI:2146808]
ENSMUSG00000025959	Klf7	-13.96	8.8896E-01	1.01	6.0797E-01	0	0	4	N/A	1419356_at	0.66	5.0274E-05	ILMN_1251426	0.90	6.16E-02	protein_coding	1	64076021	Kruppel-like factor 7 (ubiquitous) Gene [Source:MGI (curated);Acc:MGI:1935151]
ENSMUSG00000040943	Tet2	-13.84	8.8895E-01	0.99	6.0797E-01	0	0	4	N/A	1455300_at	1.19	1.4339E-02	N/A	N/A	N/A	protein_coding	3	133126803	tet oncogene family member 2 Gene [Source:MGI Symbol;Acc:MGI:2443298]
ENSMUSG00000044627	2900010J23Rik	-15.18	8.8904E-01	0.99	6.0797E-01	0	0	4	N/A	1433480_at	0.92	2.4928E-01	ILMN_2733835	1.04	3.56E-01	protein_coding	2	32134336	RIKEN cDNA 2900010J23 gene Gene [Source:MGI Symbol;Acc:MGI:1920181]
ENSMUSG00000049164	Zfp518	-16.70	8.8909E-01	1.01	6.0797E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	19	40986119	zinc finger protein 518 Gene [Source:MGI Symbol;Acc:MGI:1919922]
ENSMUSG00000027624	Epb4.1l1	-10.62	8.8927E-01	0.99	6.0805E-01	0	0	4	N/A	1460592_at	1.05	3.0228E-01	ILMN_2600659	0.93	1.13E-01	protein_coding	2	156246645	erythrocyte protein band 4.1-like 1 Gene [Source:MGI Symbol;Acc:MGI:103010]
ENSMUSG00000086635	AC153506.1	-15.92	8.8943E-01	1.01	6.0809E-01	0	0	4	N/A	1428376_at	1.04	3.6068E-01	N/A	N/A	N/A	lincRNA	10	94136238	"RIKEN cDNA 4932415G12 gene (4932415G12Rik), non-coding RNA [Source:RefSeq DNA;Acc:NR_015524]"
ENSMUSG00000029176	Anapc4	-14.61	8.8943E-01	1.01	6.0809E-01	0	0	4	N/A	1423930_at	0.92	1.2129E-01	ILMN_2859778	1.16	1.15E-01	protein_coding	5	53225254	anaphase promoting complex subunit 4 Gene [Source:MGI (curated);Acc:MGI:1098673]
ENSMUSG00000002814	Top3a	-17.41	8.8962E-01	0.99	6.0817E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_1249579	1.01	4.48E-01	protein_coding	11	60553560	topoisomerase (DNA) III alpha Gene [Source:MGI (curated);Acc:MGI:1197527]
ENSMUSG00000041945	Mfsd9	-17.56	8.8975E-01	1.02	6.0822E-01	0	0	4	N/A	1460619_at	1.00	5.2981E-01	ILMN_2825848	1.05	2.15E-01	protein_coding	1	40828883	major facilitator superfamily domain containing 9 Gene [Source:MGI (curated);Acc:MGI:2443548]
ENSMUSG00000048271	Prr8	-14.36	8.8991E-01	1.01	6.0822E-01	0	0	4	N/A	1455430_at	0.98	3.8495E-01	N/A	N/A	N/A	protein_coding	5	28643661	RNA binding motif protein 33 Gene [Source:MGI (curated);Acc:MGI:1919670]
ENSMUSG00000054679	Sfrs13b	-16.03	8.8992E-01	0.99	6.0822E-01	0	0	4	N/A	1437168_at	1.07	1.5701E-01	ILMN_2953888	1.03	3.77E-01	protein_coding	4	33295966	"splicing factor, arginine/serine-rich 13B Gene [Source:MGI (curated);Acc:MGI:2661424]"
ENSMUSG00000026279	Thap4	-17.00	8.8988E-01	1.02	6.0822E-01	0	0	4	N/A	1424052_at	0.94	1.3111E-01	N/A	N/A	N/A	protein_coding	1	95598512	THAP domain containing 4 Gene [Source:MGI Symbol;Acc:MGI:1914276]
ENSMUSG00000031796	Gtl3	-15.13	8.8999E-01	0.99	6.0822E-01	0	0	4	N/A	1452896_at	1.01	5.1502E-01	ILMN_2698259	1.13	2.25E-01	protein_coding	8	97944152	gene trap locus 3 Gene [Source:MGI Symbol;Acc:MGI:107428]
ENSMUSG00000032320	Rcn2	-13.54	8.9017E-01	1.01	6.0830E-01	0	0	4	N/A	1444248_at	2.84	2.7373E-10	ILMN_2775778	1.02	3.84E-01	protein_coding	9	55889652	reticulocalbin 2 Gene [Source:MGI (curated);Acc:MGI:1349765]
ENSMUSG00000059301	Gm5434	-19.81	8.9044E-01	1.05	6.0837E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	12	36816963	predicted gene 5434 Gene [Source:MGI Symbol;Acc:MGI:3646221]
ENSMUSG00000062054	Iah1	-17.73	8.9044E-01	1.01	6.0837E-01	0	0	4	N/A	1429119_at	1.39	1.4530E-06	ILMN_2620804	1.06	1.57E-01	protein_coding	12	21322282	isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1914982]
ENSMUSG00000029038	Ssu72	-15.66	8.9034E-01	0.99	6.0837E-01	0	0	4	N/A	1425674_a_at	1.00	5.4114E-01	ILMN_1257298	1.05	3.45E-01	protein_coding	4	155078909	Ssu72 RNA polymerase II CTD phosphatase homolog (yeast) Gene [Source:MGI (curated);Acc:MGI:1916241]
ENSMUSG00000050592	Fam78a	-16.21	8.9079E-01	0.99	6.0857E-01	0	0	4	N/A	1433657_at	1.07	1.5535E-01	ILMN_2601453	1.02	3.69E-01	protein_coding	2	31905575	"family with sequence similarity 78, member A Gene [Source:MGI (curated);Acc:MGI:2443569]"
ENSMUSG00000073549	AC140554.1	-22.53	8.9108E-01	1.09	6.0860E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	18	63234265	"family with sequence similarity 38, member B (Fam38b), mRNA [Source:RefSeq DNA;Acc:NM_001039485]"
ENSMUSG00000030105	Arl8b	-12.55	8.9104E-01	0.99	6.0860E-01	0	0	4	N/A	1418819_at	0.98	4.8284E-01	ILMN_2845917	1.03	4.06E-01	protein_coding	6	108733076	ADP-ribosylation factor-like 8B Gene [Source:MGI Symbol;Acc:MGI:1914416]
ENSMUSG00000027455	Nsfl1c	-16.28	8.9098E-01	1.01	6.0860E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_1254302	1.04	3.18E-01	protein_coding	2	151319918	NSFL1 (p97) cofactor (p47) Gene [Source:MGI (curated);Acc:MGI:3042273]
ENSMUSG00000039438	Ttc36	-22.58	8.9108E-01	1.08	6.0860E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	9	44607483	tetratricopeptide repeat domain 36 Gene [Source:MGI Symbol;Acc:MGI:2384760]
ENSMUSG00000020734	Grin2c	-13.98	8.9121E-01	1.01	6.0865E-01	0	0	4	N/A	1449245_at	1.07	8.4908E-02	N/A	N/A	N/A	protein_coding	11	115110483	"glutamate receptor, ionotropic, NMDA2C (epsilon 3) Gene [Source:MGI (curated);Acc:MGI:95822]"
ENSMUSG00000020652	Cenpo	-19.80	8.9162E-01	1.03	6.0877E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	12	4196004	centromere protein O Gene [Source:MGI (curated);Acc:MGI:1923800]
ENSMUSG00000078937	Cpt1b	-19.20	8.9152E-01	1.02	6.0877E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_1227666	1.02	3.17E-01	protein_coding	15	89246836	"carnitine palmitoyltransferase 1b, muscle Gene [Source:MGI Symbol;Acc:MGI:1098297]"
ENSMUSG00000025742	Prps2	-15.55	8.9162E-01	0.99	6.0877E-01	0	0	4	N/A	1420638_at	0.80	2.2532E-03	ILMN_1234614	1.09	2.44E-01	protein_coding	X	163784254	phosphoribosyl pyrophosphate synthetase 2 Gene [Source:MGI (curated);Acc:MGI:97776]
ENSMUSG00000037533	Rapgef6	-13.97	8.9149E-01	1.01	6.0877E-01	0	0	4	N/A	1443877_a_at	0.86	3.3403E-02	ILMN_2906948	1.08	2.73E-01	protein_coding	11	54336349	Rap guanine nucleotide exchange factor (GEF) 6 Gene [Source:MGI (curated);Acc:MGI:2384761]
ENSMUSG00000040566	AC154173.1	-20.70	8.9202E-01	1.05	6.0881E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	3	97994747	N/A
ENSMUSG00000030986	Dhx32	-14.60	8.9210E-01	1.01	6.0881E-01	0	0	4	N/A	1420427_a_at	0.93	1.6138E-01	ILMN_2643150	1.08	2.69E-01	protein_coding	7	140912625	DEAH (Asp-Glu-Ala-His) box polypeptide 32 Gene [Source:MGI (curated);Acc:MGI:2141813]
ENSMUSG00000030691	Fchsd2	-14.33	8.9206E-01	1.01	6.0881E-01	0	0	4	N/A	1434260_at	1.01	4.8187E-01	ILMN_2798086	0.94	3.53E-01	protein_coding	7	108257289	FCH and double SH3 domains 2 Gene [Source:MGI (curated);Acc:MGI:2448475]
ENSMUSG00000041632	Mrps27	-15.94	8.9189E-01	1.01	6.0881E-01	0	0	4	N/A	1433646_at	1.23	9.5417E-05	N/A	N/A	N/A	protein_coding	13	100114745	mitochondrial ribosomal protein S27 Gene [Source:MGI Symbol;Acc:MGI:1919064]
ENSMUSG00000050852	RP23-323L8.3	-18.41	8.9178E-01	0.97	6.0881E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	11	33072918	N/A
ENSMUSG00000034324	Tmem132c	-17.37	8.9198E-01	1.02	6.0881E-01	0	0	4	N/A	1438698_at	1.09	3.5515E-01	ILMN_2625148	0.98	3.93E-01	protein_coding	5	127722178	transmembrane protein 132C Gene [Source:MGI (curated);Acc:MGI:2443061]
ENSMUSG00000008604	Ubqln4	-12.69	8.9196E-01	0.99	6.0881E-01	0	0	4	N/A	1448691_at	1.06	1.9859E-01	ILMN_2605268	0.91	2.44E-01	protein_coding	3	88357638	ubiquilin 4 Gene [Source:MGI Symbol;Acc:MGI:2150152]
ENSMUSG00000081677	Mdk-ps1	-20.70	8.9225E-01	0.98	6.0883E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	11	102407016	midkine pseudogene 1 Pseudogene [Source:MGI (curated);Acc:MGI:103029]
ENSMUSG00000028718	Stil	-20.71	8.9225E-01	1.04	6.0883E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	114672764	Scl/Tal1 interrupting locus Gene [Source:MGI (curated);Acc:MGI:107477]
ENSMUSG00000026248	Mrpl44	-16.05	8.9237E-01	0.99	6.0887E-01	0	0	4	N/A	1426651_at	1.08	6.2987E-02	N/A	N/A	N/A	protein_coding	1	79772708	mitochondrial ribosomal protein L44 Gene [Source:MGI Symbol;Acc:MGI:1916413]
ENSMUSG00000027569	1600027N09Rik	-16.05	8.9253E-01	0.99	6.0894E-01	0	0	4	N/A	1428366_at	0.92	5.3278E-02	ILMN_2805631	1.02	3.91E-01	protein_coding	2	180317417	RIKEN cDNA 1600027N09 gene Gene [Source:MGI Symbol;Acc:MGI:1920497]
ENSMUSG00000084338	RP23-382H2.1	-19.80	8.9273E-01	0.96	6.0900E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	2	57277554	N/A
ENSMUSG00000038781	Stap2	-19.80	8.9273E-01	1.02	6.0900E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2758562	0.88	1.55E-01	protein_coding	17	56136504	signal transducing adaptor family member 2 Gene [Source:MGI Symbol;Acc:MGI:2147039]
ENSMUSG00000058240	Cryzl1	-14.75	8.9287E-01	1.01	6.0906E-01	0	0	4	N/A	1451473_a_at	0.95	1.0244E-01	ILMN_1246295	1.06	3.92E-01	protein_coding	16	91689567	"crystallin, zeta (quinone reductase)-like 1 Gene [Source:MGI (curated);Acc:MGI:1913859]"
ENSMUSG00000039178	Tbc1d19	-15.93	8.9310E-01	0.99	6.0917E-01	0	0	4	N/A	1424918_at	0.93	4.3759E-02	ILMN_2627557	0.90	1.45E-01	protein_coding	5	54200915	"TBC1 domain family, member 19 Gene [Source:MGI Symbol;Acc:MGI:1914499]"
ENSMUSG00000070997	1700055D18Rik	-22.42	8.9326E-01	1.17	6.0922E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	45025702	RIKEN cDNA 1700055D18 gene Gene [Source:MGI Symbol;Acc:MGI:1920655]
